vendor_id,session_id,relationship,relationship_detail
V00,1946,stranger,stranger
V00,1955,familiar,friends
V00,1959,familiar,dating/spouse/romantic_partner
V00,1954,familiar,friends
V00,1960,familiar,dating/spouse/romantic_partner
V00,1962,stranger,stranger
V00,1937,familiar,friends
V00,1902,stranger,stranger
V00,1943,stranger,stranger
V00,1933,familiar,family-generic
V00,1961,familiar,friends
V00,1934,familiar,friends
V00,1966,familiar,family-generic
V00,1964,familiar,friends
V00,1945,stranger,stranger
V00,1957,familiar,friends
V00,1912,stranger,stranger
V00,1911,stranger,stranger
V00,1936,familiar,friends
V00,1914,stranger,stranger
V00,1931,stranger,stranger
V00,1923,familiar,friends
V00,1965,familiar,friends
V00,1921,familiar,family-generic
V00,1910,stranger,stranger
V00,1929,familiar,friends
V00,1906,stranger,stranger
V00,1909,stranger,stranger
V00,1916,stranger,stranger
V00,1907,stranger,stranger
V00,1935,familiar,family-generic
V00,1930,familiar,friends
V00,1928,familiar,friends
V00,1908,stranger,stranger
V00,1915,stranger,stranger
V00,1917,stranger,stranger
V00,1919,familiar,friends
V00,1913,stranger,stranger
V00,1925,familiar,friends
V00,1920,familiar,friends
V00,1904,stranger,stranger
V00,1905,stranger,stranger
V00,1918,familiar,friends
V00,1903,stranger,stranger
V00,1927,familiar,friends
V00,1926,familiar,friends
V00,1897,familiar,friends
V00,1932,familiar,friends
V00,1924,familiar,friends
V00,1896,familiar,family-generic
V00,1922,stranger,stranger
V00,1895,familiar,friends
V00,1901,familiar,friends
V00,1887,familiar,friends
V00,1899,familiar,friends
V00,1869,stranger,stranger
V00,1900,familiar,friends
V00,1877,stranger,stranger
V00,1874,stranger,stranger
V00,1875,stranger,stranger
V00,1898,familiar,friends
V00,1894,familiar,friends
V00,1889,familiar,friends
V00,1867,stranger,stranger
V00,1866,stranger,stranger
V00,1871,stranger,stranger
V00,1868,stranger,stranger
V00,1872,stranger,stranger
V00,1891,familiar,friends
V00,1885,familiar,friends
V00,1890,familiar,friends
V00,1888,familiar,friends
V00,1884,familiar,family-generic
V00,1881,stranger,stranger
V00,1882,stranger,stranger
V00,1870,stranger,stranger
V00,1876,stranger,stranger
V00,1883,familiar,friends
V00,1878,stranger,stranger
V00,1892,familiar,friends
V00,1880,stranger,stranger
V00,1879,stranger,stranger
V00,1859,familiar,friends
V00,1873,stranger,stranger
V00,1893,familiar,friends
V00,1865,familiar,friends
V00,1886,stranger,stranger
V00,1840,stranger,stranger
V00,1864,familiar,family-generic
V00,1839,stranger,stranger
V00,1841,stranger,stranger
V00,1861,familiar,friends
V00,1831,stranger,stranger
V00,1835,stranger,stranger
V00,1851,stranger,stranger
V00,1837,stranger,stranger
V00,1834,stranger,stranger
V00,1856,stranger,stranger
V00,1832,stranger,stranger
V00,1850,familiar,friends
V00,1833,stranger,stranger
V00,1862,familiar,friends
V00,1836,stranger,stranger
V00,1843,stranger,stranger
V00,1858,familiar,friends
V00,1860,familiar,family-generic
V00,1853,familiar,family-generic
V00,1830,stranger,stranger
V00,1844,stranger,stranger
V00,1846,stranger,stranger
V00,1848,familiar,friends
V00,1847,stranger,stranger
V00,1849,familiar,friends
V00,1845,stranger,stranger
V00,1863,familiar,friends
V00,1852,familiar,friends
V00,1307,stranger,stranger
V00,1855,familiar,friends
V00,1857,familiar,friends
V00,1288,familiar,friends
V00,1286,stranger,stranger
V00,1292,stranger,stranger
V00,1854,familiar,friends
V00,1306,stranger,stranger
V00,1283,stranger,stranger
V00,1287,stranger,stranger
V00,1285,stranger,stranger
V00,1296,stranger,stranger
V00,1281,stranger,stranger
V00,1305,stranger,stranger
V00,1276,stranger,stranger
V00,1277,stranger,stranger
V00,1289,stranger,stranger
V00,1282,stranger,stranger
V00,1303,stranger,stranger
V00,1293,stranger,stranger
V00,1295,familiar,friends
V00,1302,stranger,stranger
V00,1291,familiar,friends
V00,1280,stranger,stranger
V00,1279,familiar,friends
V00,1278,stranger,stranger
V00,1290,stranger,stranger
V00,1284,stranger,stranger
V00,1297,familiar,friends
V00,1301,stranger,stranger
V00,1299,stranger,stranger
V00,1294,stranger,stranger
V00,1275,stranger,stranger
V00,1298,stranger,stranger
V00,1274,stranger,stranger
V00,1264,stranger,stranger
V00,1304,stranger,stranger
V00,1300,stranger,stranger
V00,1245,stranger,stranger
V00,1250,stranger,stranger
V00,1269,stranger,stranger
V00,1261,stranger,stranger
V00,1246,stranger,stranger
V00,1240,stranger,stranger
V00,1249,stranger,stranger
V00,1270,stranger,stranger
V00,1242,stranger,stranger
V00,1263,stranger,stranger
V00,1248,stranger,stranger
V00,1272,familiar,friends
V00,1262,stranger,stranger
V00,1252,stranger,stranger
V00,1255,stranger,stranger
V00,1244,stranger,stranger
V00,1247,stranger,stranger
V00,1251,stranger,stranger
V00,1254,stranger,stranger
V00,1259,stranger,stranger
V00,1256,stranger,stranger
V00,1260,stranger,stranger
V00,1257,stranger,stranger
V00,1241,stranger,stranger
V00,1243,stranger,stranger
V00,1267,stranger,stranger
V00,1258,stranger,stranger
V00,1271,stranger,stranger
V00,1253,stranger,stranger
V00,1266,stranger,stranger
V00,1233,stranger,stranger
V00,1212,stranger,stranger
V00,1265,stranger,stranger
V00,1268,stranger,stranger
V00,1273,stranger,stranger
V00,1234,stranger,stranger
V00,1216,stranger,stranger
V00,1208,stranger,stranger
V00,1235,stranger,stranger
V00,1238,stranger,stranger
V00,1229,stranger,stranger
V00,1236,stranger,stranger
V00,1237,familiar,friends
V00,1228,stranger,stranger
V00,1223,stranger,stranger
V00,1211,stranger,stranger
V00,1220,familiar,family-generic
V00,1213,stranger,stranger
V00,1206,stranger,stranger
V00,1209,stranger,stranger
V00,1219,stranger,stranger
V00,1218,stranger,stranger
V00,1210,stranger,stranger
V00,1217,stranger,stranger
V00,1207,stranger,stranger
V00,1222,stranger,stranger
V00,1227,stranger,stranger
V00,1204,familiar,family-generic
V00,1224,stranger,stranger
V00,1230,stranger,stranger
V00,1214,stranger,stranger
V00,1232,stranger,stranger
V00,1239,stranger,stranger
V00,1221,stranger,stranger
V00,1226,stranger,stranger
V00,1231,stranger,stranger
V00,1179,stranger,stranger
V00,1203,stranger,stranger
V00,1205,stranger,stranger
V00,1199,stranger,stranger
V00,1181,stranger,stranger
V00,1197,stranger,stranger
V00,1225,stranger,stranger
V00,1194,stranger,stranger
V00,1196,stranger,stranger
V00,1200,stranger,stranger
V00,1177,stranger,stranger
V00,1182,familiar,friends
V00,1178,stranger,stranger
V00,1176,stranger,stranger
V00,1201,stranger,stranger
V00,1189,stranger,stranger
V00,1202,stranger,stranger
V00,1173,stranger,stranger
V00,1195,familiar,friends
V00,1186,stranger,stranger
V00,1172,stranger,stranger
V00,1175,stranger,stranger
V00,1174,stranger,stranger
V00,1168,stranger,stranger
V00,1169,stranger,stranger
V00,1185,stranger,stranger
V00,1183,stranger,stranger
V00,1171,stranger,stranger
V00,1188,stranger,stranger
V00,1190,stranger,stranger
V00,1192,stranger,stranger
V00,1191,stranger,stranger
V00,1165,stranger,stranger
V00,1163,stranger,stranger
V00,1164,stranger,stranger
V00,1198,stranger,stranger
V00,1184,stranger,stranger
V00,1193,stranger,stranger
V00,1170,stranger,stranger
V00,1180,stranger,stranger
V00,1166,stranger,stranger
V00,1167,stranger,stranger
V00,1140,stranger,stranger
V00,1141,stranger,stranger
V00,1161,stranger,stranger
V00,1143,stranger,stranger
V00,1132,familiar,friends
V00,1139,stranger,stranger
V00,1157,stranger,stranger
V00,1137,stranger,stranger
V00,1162,stranger,stranger
V00,1136,stranger,stranger
V00,1158,stranger,stranger
V00,1147,familiar,friends
V00,1142,stranger,stranger
V00,1146,familiar,friends
V00,1134,stranger,stranger
V00,1133,stranger,stranger
V00,1149,stranger,stranger
V00,1135,stranger,stranger
V00,1148,stranger,stranger
V00,1159,stranger,stranger
V00,1145,familiar,friends
V00,1138,stranger,stranger
V00,1151,stranger,stranger
V00,1155,stranger,stranger
V00,1152,stranger,stranger
V00,1150,stranger,stranger
V00,1144,stranger,stranger
V00,1156,stranger,stranger
V00,1160,stranger,stranger
V00,0410,stranger,stranger
V00,1153,stranger,stranger
V00,0403,stranger,stranger
V00,0411,stranger,stranger
V00,0406,stranger,stranger
V00,0273,stranger,stranger
V00,0253,stranger,stranger
V00,1154,stranger,stranger
V00,0407,stranger,stranger
V00,0402,stranger,stranger
V00,0258,stranger,stranger
V00,0243,familiar,family-generic
V00,0271,stranger,stranger
V00,0257,familiar,family-generic
V00,0245,familiar,friends
V00,0251,familiar,family-generic
V00,0249,familiar,dating/spouse/romantic_partner
V00,0255,familiar,family-generic
V00,0272,stranger,stranger
V00,0259,stranger,stranger
V00,0247,familiar,friends
V00,0264,stranger,stranger
V00,0252,familiar,family-generic
V00,0242,familiar,family-generic
V00,0254,familiar,friends
V00,0244,familiar,family-generic
V00,0250,familiar,friends
V00,0260,stranger,stranger
V00,0266,stranger,stranger
V00,0246,familiar,friends
V00,0256,familiar,friends
V00,0267,stranger,stranger
V00,0270,stranger,stranger
V00,0269,stranger,stranger
V00,0261,stranger,stranger
V00,0262,stranger,stranger
V00,0268,stranger,stranger
V00,0217,familiar,friends
V00,0265,stranger,stranger
V00,0239,stranger,stranger
V00,0263,stranger,stranger
V00,0218,familiar,family-generic
V00,0248,familiar,friends
V00,0238,stranger,stranger
V00,0240,stranger,stranger
V00,0211,familiar,friends
V00,0241,stranger,stranger
V00,0223,stranger,stranger
V00,0207,familiar,family-generic
V00,0234,stranger,stranger
V00,0216,familiar,family-generic
V00,0215,familiar,dating/spouse/romantic_partner
V00,0229,stranger,stranger
V00,0235,stranger,stranger
V00,0220,stranger,stranger
V00,0213,familiar,friends
V00,0209,familiar,friends
V00,0222,stranger,stranger
V00,0232,stranger,stranger
V00,0210,familiar,friends
V00,0237,stranger,stranger
V00,0219,familiar,friends
V00,0208,familiar,friends
V00,0227,stranger,stranger
V00,0214,familiar,friends
V00,0206,familiar,friends
V00,0236,stranger,stranger
V00,0221,familiar,friends
V00,0224,stranger,stranger
V00,0225,stranger,stranger
V00,0226,stranger,stranger
V00,0230,stranger,stranger
V00,0212,familiar,friends
V00,0233,stranger,stranger
V00,0203,stranger,stranger
V00,0228,stranger,stranger
V00,0202,stranger,stranger
V00,0187,familiar,friends
V00,0183,familiar,family-generic
V00,0182,stranger,stranger
V00,0178,familiar,friends
V00,0184,familiar,friends
V00,0185,stranger,stranger
V00,0177,stranger,stranger
V00,0175,stranger,stranger
V00,0231,stranger,stranger
V00,0186,familiar,friends
V00,0180,stranger,stranger
V00,0192,stranger,stranger
V00,0176,stranger,stranger
V00,0201,stranger,stranger
V00,0204,stranger,stranger
V00,0194,stranger,stranger
V00,0190,stranger,stranger
V00,0188,stranger,stranger
V00,0191,stranger,stranger
V00,0199,stranger,stranger
V00,0198,stranger,stranger
V00,0189,stranger,stranger
V00,0179,familiar,friends
V00,0193,stranger,stranger
V00,0181,familiar,friends
V00,0197,stranger,stranger
V00,0174,familiar,friends
V00,0171,stranger,stranger
V00,0172,stranger,stranger
V00,0196,stranger,stranger
V00,0200,stranger,stranger
V00,0205,stranger,stranger
V00,0146,stranger,stranger
V00,0167,stranger,stranger
V00,0152,familiar,friends
V00,0153,familiar,dating/spouse/romantic_partner
V00,0195,stranger,stranger
V00,0159,stranger,stranger
V00,0173,stranger,stranger
V00,0168,familiar,family-generic
V00,0148,familiar,family-generic
V00,0144,stranger,stranger
V00,0166,stranger,stranger
V00,0156,familiar,friends
V00,0150,familiar,family-generic
V00,0155,familiar,dating/spouse/romantic_partner
V00,0151,familiar,friends
V00,0143,familiar,family-generic
V00,0149,familiar,family-generic
V00,0165,stranger,stranger
V00,0142,familiar,friends
V00,0145,stranger,stranger
V00,0154,familiar,friends
V00,0160,stranger,stranger
V00,0157,familiar,dating/spouse/romantic_partner
V00,0164,stranger,stranger
V00,0158,stranger,stranger
V00,0163,stranger,stranger
V00,0161,stranger,stranger
V00,0170,stranger,stranger
V00,0147,stranger,stranger
V00,0141,stranger,stranger
V00,0169,stranger,stranger
V00,0139,familiar,friends
V00,0162,stranger,stranger
V00,0116,familiar,friends
V00,0134,stranger,stranger
V00,0122,familiar,friends
V00,0140,stranger,stranger
V00,0110,familiar,friends
V00,0138,stranger,stranger
V00,0111,familiar,friends
V00,0119,stranger,stranger
V00,0112,familiar,family-generic
V00,0121,familiar,friends
V00,0115,familiar,friends
V00,0114,familiar,friends
V00,0113,stranger,stranger
V00,0117,familiar,family-generic
V00,0124,familiar,family-generic
V00,0128,stranger,stranger
V00,0125,familiar,friends
V00,0126,stranger,stranger
V00,0130,stranger,stranger
V00,0132,stranger,stranger
V00,0133,stranger,stranger
V00,0135,stranger,stranger
V00,0137,stranger,stranger
V00,0129,stranger,stranger
V00,1828,stranger,stranger
V00,0131,stranger,stranger
V00,0118,familiar,family-generic
V00,0136,stranger,stranger
V00,1829,stranger,stranger
V00,0127,stranger,stranger
V00,0120,stranger,stranger
V00,1826,stranger,stranger
V00,1824,stranger,stranger
V00,1809,stranger,stranger
V00,1803,stranger,stranger
V00,1825,familiar,friends
V00,1805,stranger,stranger
V00,1810,stranger,stranger
V00,1823,familiar,friends
V00,1820,stranger,stranger
V00,1798,stranger,stranger
V00,1806,familiar,friends
V00,1813,stranger,stranger
V00,1794,stranger,stranger
V00,1807,stranger,stranger
V00,1801,stranger,stranger
V00,1808,stranger,stranger
V00,1802,stranger,stranger
V00,1812,stranger,stranger
V00,1799,stranger,stranger
V00,1814,stranger,stranger
V00,1827,stranger,stranger
V00,1816,stranger,stranger
V00,1797,familiar,friends
V00,1804,stranger,stranger
V00,1818,stranger,stranger
V00,1796,stranger,stranger
V00,1817,stranger,stranger
V00,1753,stranger,stranger
V00,1795,stranger,stranger
V00,1811,stranger,stranger
V00,1815,stranger,stranger
V00,1822,stranger,stranger
V00,1800,stranger,stranger
V00,1727,stranger,stranger
V00,1736,stranger,stranger
V00,1754,stranger,stranger
V00,1821,familiar,friends
V00,1752,stranger,stranger
V00,1819,stranger,stranger
V00,1755,stranger,stranger
V00,1731,stranger,stranger
V00,1751,stranger,stranger
V00,1741,stranger,stranger
V00,1734,stranger,stranger
V00,1730,stranger,stranger
V00,1733,familiar,friends
V00,1747,stranger,stranger
V00,1757,stranger,stranger
V00,1725,stranger,stranger
V00,1728,stranger,stranger
V00,1729,stranger,stranger
V00,1735,familiar,family-generic
V00,1743,stranger,stranger
V00,1726,stranger,stranger
V00,1732,stranger,stranger
V00,1724,stranger,stranger
V00,1722,stranger,stranger
V00,1740,stranger,stranger
V00,1737,familiar,friends
V00,1756,stranger,stranger
V00,1750,stranger,stranger
V00,1738,stranger,stranger
V00,1739,stranger,stranger
V00,1742,stranger,stranger
V00,1746,stranger,stranger
V00,1723,stranger,stranger
V00,1744,stranger,stranger
V00,1769,stranger,stranger
V00,1745,stranger,stranger
V00,1791,stranger,stranger
V00,1793,stranger,stranger
V00,1788,stranger,stranger
V00,1781,stranger,stranger
V00,1761,stranger,stranger
V00,1749,stranger,stranger
V00,1748,stranger,stranger
V00,1792,stranger,stranger
V00,1759,stranger,stranger
V00,1772,stranger,stranger
V00,1787,stranger,stranger
V00,1765,stranger,stranger
V00,1763,stranger,stranger
V00,1768,stranger,stranger
V00,1762,stranger,stranger
V00,1786,stranger,stranger
V00,1758,stranger,stranger
V00,1774,stranger,stranger
V00,1778,stranger,stranger
V00,1770,familiar,friends
V00,1766,stranger,stranger
V00,1771,stranger,stranger
V00,1773,stranger,stranger
V00,1775,stranger,stranger
V00,1777,stranger,stranger
V00,1767,stranger,stranger
V00,1789,stranger,stranger
V00,1776,stranger,stranger
V00,1760,stranger,stranger
V00,1780,stranger,stranger
V00,1779,stranger,stranger
V00,1790,stranger,stranger
V00,1782,stranger,stranger
V00,1785,familiar,friends
V00,1764,stranger,stranger
V00,1717,stranger,stranger
V00,1716,stranger,stranger
V00,1784,stranger,stranger
V00,1697,stranger,stranger
V00,1720,stranger,stranger
V00,1783,stranger,stranger
V00,1715,stranger,stranger
V00,1698,stranger,stranger
V00,1719,stranger,stranger
V00,1699,stranger,stranger
V00,1718,stranger,stranger
V00,1691,familiar,coworkers
V00,1703,stranger,stranger
V00,1714,stranger,stranger
V00,1690,stranger,stranger
V00,1692,stranger,stranger
V00,1689,familiar,friends
V00,1709,stranger,stranger
V00,1701,stranger,stranger
V00,1712,stranger,stranger
V00,1688,stranger,stranger
V00,1721,stranger,stranger
V00,1694,stranger,stranger
V00,1693,familiar,friends
V00,1686,familiar,friends
V00,1687,stranger,stranger
V00,1706,stranger,stranger
V00,1696,stranger,stranger
V00,1695,stranger,stranger
V00,1700,stranger,stranger
V00,1705,stranger,stranger
V00,1708,familiar,family-generic
V00,1710,stranger,stranger
V00,1711,stranger,stranger
V00,1704,stranger,stranger
V00,1702,stranger,stranger
V00,1666,stranger,stranger
V00,1683,familiar,friends
V00,1713,stranger,stranger
V00,1707,stranger,stranger
V00,1685,familiar,friends
V00,1684,familiar,friends
V00,1679,familiar,friends
V00,1661,stranger,stranger
V00,1660,stranger,stranger
V00,1656,stranger,stranger
V00,1658,stranger,stranger
V00,1681,stranger,stranger
V00,1663,stranger,stranger
V00,1677,stranger,stranger
V00,1665,stranger,stranger
V00,1664,stranger,stranger
V00,1669,stranger,stranger
V00,1680,stranger,stranger
V00,1668,stranger,stranger
V00,1654,stranger,stranger
V00,1673,stranger,stranger
V00,1674,stranger,stranger
V00,1667,stranger,stranger
V00,1657,stranger,stranger
V00,1670,stranger,stranger
V00,1682,stranger,stranger
V00,1678,stranger,stranger
V00,1659,stranger,stranger
V00,1655,stranger,stranger
V00,1662,stranger,stranger
V00,1675,stranger,stranger
V00,2076,stranger,stranger
V00,1672,stranger,stranger
V00,1671,stranger,stranger
V00,1676,stranger,stranger
V00,2079,stranger,stranger
V00,2078,stranger,stranger
V00,2080,stranger,stranger
V00,2081,stranger,stranger
V00,2089,stranger,stranger
V00,2074,stranger,stranger
V00,2075,stranger,stranger
V00,2077,stranger,stranger
V00,2088,stranger,stranger
V00,2090,stranger,stranger
V00,2086,stranger,stranger
V00,2091,stranger,stranger
V00,2085,stranger,stranger
V00,2084,stranger,stranger
V00,2083,stranger,stranger
V00,2087,stranger,stranger
V00,2062,stranger,stranger
V00,2061,stranger,stranger
V00,2064,stranger,stranger
V00,2056,stranger,stranger
V00,2060,stranger,stranger
V00,2050,stranger,stranger
V00,2054,stranger,stranger
V00,2057,stranger,stranger
V00,2059,stranger,stranger
V00,2052,stranger,stranger
V00,2055,stranger,stranger
V00,2063,stranger,stranger
V00,2048,stranger,stranger
V00,2047,stranger,stranger
V00,2073,stranger,stranger
V00,2070,stranger,stranger
V00,2049,stranger,stranger
V00,2051,stranger,stranger
V00,2053,stranger,stranger
V00,2067,stranger,stranger
V00,2072,stranger,stranger
V00,2069,stranger,stranger
V00,2058,stranger,stranger
V00,2071,stranger,stranger
V00,2068,stranger,stranger
V00,2065,stranger,stranger
V00,0384,familiar,friends
V00,0413,stranger,stranger
V00,0387,familiar,dating/spouse/romantic_partner
V00,2066,stranger,stranger
V00,0409,stranger,stranger
V00,0388,familiar,family-generic
V00,0380,familiar,friends
V00,0395,stranger,stranger
V00,0383,familiar,friends
V00,0404,stranger,stranger
V00,0390,familiar,friends
V00,0385,familiar,friends
V00,0391,familiar,friends
V00,0381,familiar,friends
V00,0382,familiar,friends
V00,0389,familiar,friends
V00,0393,stranger,stranger
V00,0386,familiar,family-generic
V00,0379,stranger,stranger
V00,0378,familiar,dating/spouse/romantic_partner
V00,0392,familiar,family-generic
V00,0399,stranger,stranger
V00,0394,familiar,dating/spouse/romantic_partner
V00,0396,familiar,friends
V00,0398,familiar,friends
V00,0400,stranger,stranger
V00,0397,familiar,friends
V00,0408,stranger,stranger
V00,0412,stranger,stranger
V00,0354,familiar,friends
V00,0373,stranger,stranger
V00,0405,stranger,stranger
V00,0372,stranger,stranger
V00,0371,stranger,stranger
V00,0358,familiar,friends
V00,0347,familiar,friends
V00,0377,stranger,stranger
V00,0376,stranger,stranger
V00,0374,stranger,stranger
V00,0401,familiar,family-generic
V00,0353,familiar,dating/spouse/romantic_partner
V00,0351,stranger,stranger
V00,0360,familiar,family-generic
V00,0345,familiar,family-generic
V00,0349,familiar,friends
V00,0364,stranger,stranger
V00,0369,stranger,stranger
V00,0375,stranger,stranger
V00,0344,familiar,friends
V00,0348,stranger,stranger
V00,0355,familiar,friends
V00,0346,familiar,friends
V00,0356,familiar,friends
V00,0350,familiar,friends
V00,0357,familiar,friends
V00,0363,stranger,stranger
V00,0342,familiar,dating/spouse/romantic_partner
V00,0362,stranger,stranger
V00,0361,stranger,stranger
V00,0352,familiar,dating/spouse/romantic_partner
V00,0343,familiar,friends
V00,0365,familiar,dating/spouse/romantic_partner
V00,0367,stranger,stranger
V00,0341,stranger,stranger
V00,0313,stranger,stranger
V00,0338,stranger,stranger
V00,0366,stranger,stranger
V00,0318,familiar,friends
V00,0368,stranger,stranger
V00,0335,stranger,stranger
V00,0316,familiar,family-generic
V00,0359,familiar,family-generic
V00,0317,familiar,friends
V00,0339,stranger,stranger
V00,0337,stranger,stranger
V00,0329,familiar,friends
V00,0324,stranger,stranger
V00,0306,familiar,family-generic
V00,0370,stranger,stranger
V00,0311,familiar,friends
V00,0332,stranger,stranger
V00,0320,familiar,friends
V00,0308,familiar,friends
V00,0326,stranger,stranger
V00,0334,stranger,stranger
V00,0336,stranger,stranger
V00,0340,stranger,stranger
V00,0323,stranger,stranger
V00,0309,familiar,friends
V00,0319,familiar,friends
V00,0315,familiar,friends
V00,0314,familiar,friends
V00,0310,familiar,friends
V00,0312,familiar,friends
V00,0331,stranger,stranger
V00,0325,familiar,friends
V00,0330,stranger,stranger
V00,0307,familiar,friends
V00,0426,familiar,friends
V00,0328,stranger,stranger
V00,0424,stranger,stranger
V00,0322,familiar,friends
V00,0435,stranger,stranger
V00,0425,stranger,stranger
V00,0321,familiar,friends
V00,0444,stranger,stranger
V00,0418,familiar,family-generic
V00,0443,stranger,stranger
V00,0333,stranger,stranger
V00,0423,familiar,friends
V00,0434,stranger,stranger
V00,0327,stranger,stranger
V00,0439,stranger,stranger
V00,0415,familiar,friends
V00,0441,familiar,friends
V00,0440,stranger,stranger
V00,0416,familiar,family-generic
V00,0417,familiar,dating/spouse/romantic_partner
V00,0421,familiar,family-generic
V00,0438,stranger,stranger
V00,0414,familiar,family-generic
V00,0422,familiar,dating/spouse/romantic_partner
V00,0428,familiar,family-generic
V00,0419,familiar,friends
V00,0442,stranger,stranger
V00,0431,stranger,stranger
V00,0420,familiar,friends
V00,0427,familiar,family-generic
V00,0429,familiar,friends
V00,0433,familiar,dating/spouse/romantic_partner
V00,0436,stranger,stranger
V00,0305,stranger,stranger
V00,0437,familiar,friends
V00,0283,familiar,friends
V00,0432,stranger,stranger
V00,0445,stranger,stranger
V00,0282,familiar,family-generic
V00,0303,stranger,stranger
V00,0285,familiar,family-generic
V00,0284,familiar,friends
V00,0281,familiar,family-generic
V00,0275,familiar,friends
V00,0430,stranger,stranger
V00,0286,familiar,friends
V00,0279,familiar,friends
V00,0288,familiar,dating/spouse/romantic_partner
V00,0277,familiar,friends
V00,0278,familiar,friends
V00,0274,familiar,friends
V00,0289,familiar,friends
V00,0290,stranger,stranger
V00,0297,familiar,friends
V00,0280,familiar,friends
V00,0293,stranger,stranger
V00,0292,stranger,stranger
V00,0295,stranger,stranger
V00,0291,familiar,friends
V00,0974,stranger,stranger
V00,0276,familiar,friends
V00,0294,stranger,stranger
V00,0287,familiar,dating/spouse/romantic_partner
V00,0970,stranger,stranger
V00,0301,familiar,friends
V00,0966,stranger,stranger
V00,1040,familiar,dating/spouse/romantic_partner
V00,0958,familiar,friends
V00,0302,stranger,stranger
V00,1080,stranger,stranger
V00,0962,stranger,stranger
V00,0988,familiar,family-generic
V00,0775,familiar,friends
V00,0982,stranger,stranger
V00,0750,stranger,stranger
V00,0298,stranger,stranger
V00,0501,familiar,friends
V00,1027,stranger,stranger
V00,0990,stranger,stranger
V00,0299,stranger,stranger
V00,0083,familiar,friends
V00,0711,familiar,family-generic
V00,0627,familiar,family-generic
V00,0560,familiar,friends
V00,0095,familiar,family-generic
V00,1104,stranger,stranger
V00,0978,stranger,stranger
V00,1076,stranger,stranger
V00,0472,familiar,friends
V00,0619,familiar,family-generic
V00,0500,familiar,friends
V00,0986,stranger,stranger
V00,0666,stranger,stranger
V00,0621,familiar,friends
V00,1584,stranger,stranger
V00,0742,stranger,stranger
V00,0513,familiar,friends
V00,0564,familiar,friends
V00,0528,stranger,stranger
V00,1588,stranger,stranger
V00,1459,stranger,stranger
V00,1456,stranger,stranger
V00,1481,stranger,stranger
V00,1453,stranger,stranger
V00,1457,stranger,stranger
V00,1458,stranger,stranger
V00,1454,stranger,stranger
V00,1452,stranger,stranger
V00,1460,stranger,stranger
V00,1474,familiar,friends
V00,1469,familiar,friends
V00,1463,familiar,family-generic
V00,1450,stranger,stranger
V00,1455,stranger,stranger
V00,1475,stranger,stranger
V00,1480,stranger,stranger
V00,1464,familiar,friends
V00,1470,stranger,stranger
V00,1451,stranger,stranger
V00,1479,stranger,stranger
V00,1461,stranger,stranger
V00,1473,stranger,stranger
V00,1478,stranger,stranger
V00,1467,stranger,stranger
V00,1468,stranger,stranger
V00,1472,stranger,stranger
V00,1465,familiar,friends
V00,1466,stranger,stranger
V00,1471,stranger,stranger
V00,1476,stranger,stranger
V00,1449,stranger,stranger
V00,1462,familiar,friends
V00,1446,stranger,stranger
V00,1448,stranger,stranger
V00,1477,stranger,stranger
V00,1414,stranger,stranger
V00,1444,stranger,stranger
V00,1447,stranger,stranger
V00,1427,familiar,family-generic
V00,1434,stranger,stranger
V00,1420,stranger,stranger
V00,1443,stranger,stranger
V00,1423,stranger,stranger
V00,1425,stranger,stranger
V00,1419,stranger,stranger
V00,1435,stranger,stranger
V00,1416,stranger,stranger
V00,1445,stranger,stranger
V00,1418,stranger,stranger
V00,1426,familiar,friends
V00,1432,stranger,stranger
V00,1438,stranger,stranger
V00,1428,stranger,stranger
V00,1424,stranger,stranger
V00,1429,familiar,friends
V00,1430,stranger,stranger
V00,1431,stranger,stranger
V00,1433,stranger,stranger
V00,1440,stranger,stranger
V00,1422,stranger,stranger
V00,1436,stranger,stranger
V00,1439,stranger,stranger
V00,1415,stranger,stranger
V00,1378,stranger,stranger
V00,1376,stranger,stranger
V00,1355,stranger,stranger
V00,1377,stranger,stranger
V00,1441,stranger,stranger
V00,1348,stranger,stranger
V00,1417,stranger,stranger
V00,1375,stranger,stranger
V00,1346,stranger,stranger
V00,1379,stranger,stranger
V00,1344,stranger,stranger
V00,1372,stranger,stranger
V00,1421,stranger,stranger
V00,1437,stranger,stranger
V00,1356,familiar,friends
V00,1364,stranger,stranger
V00,1349,stranger,stranger
V00,1351,stranger,stranger
V00,1373,stranger,stranger
V00,1368,stranger,stranger
V00,1442,stranger,stranger
V00,1353,stranger,stranger
V00,1357,familiar,friends
V00,1365,stranger,stranger
V00,1358,familiar,friends
V00,1347,stranger,stranger
V00,1352,stranger,stranger
V00,1369,stranger,stranger
V00,1363,stranger,stranger
V00,1367,stranger,stranger
V00,1354,stranger,stranger
V00,1350,stranger,stranger
V00,1374,stranger,stranger
V00,1345,stranger,stranger
V00,1361,stranger,stranger
V00,1359,stranger,stranger
V00,1360,stranger,stranger
V00,1366,stranger,stranger
V00,1362,stranger,stranger
V00,1407,stranger,stranger
V00,1390,stranger,stranger
V00,1413,stranger,stranger
V00,1388,stranger,stranger
V00,1371,stranger,stranger
V00,1412,stranger,stranger
V00,1380,stranger,stranger
V00,1410,stranger,stranger
V00,1396,stranger,stranger
V00,1387,stranger,stranger
V00,1391,stranger,stranger
V00,1370,stranger,stranger
V00,1381,stranger,stranger
