,prompt_hash,prompt_id_unique,participant_a_prompt_text,participant_b_prompt_text,ipc_a,ipc_b,interaction_type
631,00000631,P0002_v3.1.aac_ANCP_XXXX-93,"You're going to play a game with your partner. This game is going to test your acting skills!You are each given different lists of sentences below.Notice that one of the words is bolded in each sentence. When it is your turn you will read one of the sentences out loud AND act-out a corresponding gesture of the bolded word, emphasizing it. Your partner will react by responding with a word or phrase out-loud and making a corresponding expression or gesture.Example:You: (Sentence is “I’m feeling *confused*.”) You say it out loud while frowning and raising your eyebrows at the word “confused.”Partner: Responds saying “Why?” and acts with a concerned facial expression.Alternate with your partner until you’ve completed your list or the moderator asks you to move on.You will go first.Here's your list:I have *20* fingers.The glue is *sticky*.The grass is *short*.The snail is *sluggish*.The globe is *spherical*.The morning is *chilly*.The fence goes *around* the garden.He is *mixing* the ingredients.She is *folding* the laundry.He is *illustrating* a design.","You're going to play a game with your partner. This game is going to test your acting skills!You are each given different lists of sentences below.Notice that one of the words is bolded in each sentence. When it is your turn you will read one of the sentences out loud AND act-out a corresponding gesture of the bolded word, emphasizing it. Your partner will react by responding with a word or phrase out-loud and making a corresponding expression or gesture.Example:You: (Sentence is “I’m feeling *confused*.”) You say it out loud while frowning and raising your eyebrows at the word “confused.”Partner: Responds saying “Why?” and acts with a concerned facial expression.Alternate with your partner until you’ve completed your list or the moderator asks you to move on.Your partner will go first.Here's your list:I see *10* stars.The bark is *rough*.The tree is *tall*.The river is *rapid*.The can is *cylindrical*.The box is *heavy*.She ran *across* the street.She is *fishing* by the lake.He is *sewing* a button on his shirt.He is *sketching* a design.",ANCP,,grounded_gesture
632,00000632,P0060_AA_ANCP_XXXX-149,"You're going to play a game with your partner. This game is going to test your acting skills!You are each given different lists of sentences below.Notice that one of the words is bolded in each sentence. When it is your turn you will read one of the sentences out loud AND act-out a corresponding gesture of the bolded word, emphasizing it. Your partner will react by responding with a word or phrase out-loud and making a corresponding expression or gesture.Example:You: (Sentence is “I’m feeling *confused*.”) You say it out loud while frowning and raising your eyebrows at the word “confused.”Partner: Responds saying “Why?” and acts with a concerned facial expression.Alternate with your partner until you’ve completed your list or the moderator asks you to move on.Your partner will go first.Here's your list:The house is *big* and spacious.The sports car is *fast* and powerful.It is *hot* outside today.I feel *sad* when I think of my lost pet.I was *surprised* by the news.The road is *flat* and even.I'm *afriad* of height.I was *agitated* about the delay.The chef is *chopping* vegetables for dinner.I am *amazed* by your talent.I am *annoyed* by the constant noise.I am *counting* the number of people in the room.","You're going to play a game with your partner. This game is going to test your acting skills!You are each given different lists of sentences below.Notice that one of the words is bolded in each sentence. When it is your turn you will read one of the sentences out loud AND act-out a corresponding gesture of the bolded word, emphasizing it. Your partner will react by responding with a word or phrase out-loud and making a corresponding expression or gesture.Example:You: (Sentence is “I’m feeling *confused*.”) You say it out loud while frowning and raising your eyebrows at the word “confused.”Partner: Responds saying “Why?” and acts with a concerned facial expression.Alternate with your partner until you’ve completed your list or the moderator asks you to move on.You will go first.Here's your list:I am *thinking* about dinner options.I am feeling *confused*.I'm *dancing* to my favorite song.I *love* spending time with my family.Please *stop* talking.We did it! Victory!The Earth is a *round* planet.He is *reluctant* to try new foods.I am *satisfied* with the service.The child is *scared* of the dark.I am *shocked* by the news.That is the *wrong* answer.",ANCP,,grounded_gesture
633,00000633,P0060_AA_ANCP_XXXX-24,"You're going to play a game with your partner. This game is going to test your acting skills! You are each given different lists of sentences below. Notice that one of the words is bolded in each sentence. When it is your turn you will read one of the sentences out loud AND act-out a corresponding gesture of the bolded word, emphasizing it. Your partner will react by responding with a word or phrase out-loud and making a corresponding expression or gesture.

Example:
You: (Sentence is “I’m feeling *confused*.”) You say it out loud while frowning and raising your eyebrows at the word “confused.”
Partner: Responds saying “Why?” and acts with a concerned facial expression.

Alternate with your partner until you’ve completed your list or the moderator asks you to move on.

Your partner will go first.

Here's your list:
The house is *big* and spacious.
The sports car is *fast* and powerful.
It is *hot* outside today.
I feel *sad* when I think of my lost pet.
I was *surprised* by the news.
The road is *flat* and even.
I'm *afriad* of height.
I was *agitated* about the delay.
The chef is *chopping* vegetables for dinner.
I am *amazed* by your talent.
I am *annoyed* by the constant noise.
I am *counting* the number of people in the room.","You're going to play a game with your partner. This game is going to test your acting skills! You are each given different lists of sentences below. Notice that one of the words is bolded in each sentence. When it is your turn you will read one of the sentences out loud AND act-out a corresponding gesture of the bolded word, emphasizing it. Your partner will react by responding with a word or phrase out-loud and making a corresponding expression or gesture.

Example:
You: (Sentence is “I’m feeling *confused*.”) You say it out loud while frowning and raising your eyebrows at the word “confused.”
Partner: Responds saying “Why?” and acts with a concerned facial expression.

Alternate with your partner until you’ve completed your list or the moderator asks you to move on.

You will go first.

Here's your list:
I am *thinking* about dinner options.
I am feeling *confused*.
I'm *dancing* to my favorite song.
I *love* spending time with my family.
Please *stop* talking.
We did it! Victory!
The Earth is a *round* planet.
He is *reluctant* to try new foods.
I am *satisfied* with the service.
The child is *scared* of the dark.
I am *shocked* by the news.
That is the *wrong* answer.",ANCP,,grounded_gesture
634,00000634,P0848_v3.2.3.RP_AMCN_APCP,"(Disorganized): As the employee, respond to the customer's questions with a somewhat scattered and uncertain tone, as if you're struggling to recall the product's features and specifications. Speak in a slightly hesitant and meandering way, occasionally pausing to collect your thoughts or check notes. Your body language should convey a sense of being slightly flustered.","(Jovial): As the customer, ask your questions with a friendly and curious demeanor, displaying genuine enthusiasm for the product and its capabilities. Use a lighthearted and playful tone, making occasional humorous comments or asides to put the employee at ease. Maintain a relaxed and engaged posture, leaning forward slightly to show your interest in the product.",AMCN,APCP,ipc_conversation
635,00000635,P1641_v3.2.3.RP_ANCM_ANCP,"(Insensitive): As the parent, express your opinions on childcare strategies in a blunt and dismissive manner, not considering the grandparent's perspective or experience. Speak in a forceful tone, prioritizing your own views and methods over the grandparent's suggestions. Show little interest in the grandparent's thoughts or feelings.","(Hospitable): As the grandparent, welcome the conversation with warmth and openness, creating a comfortable and non-judgmental space for discussion. Listen attentively to the parent's ideas, offering supportive and encouraging comments while sharing your own insights and experiences. Maintain a gentle and empathetic tone, seeking to understand the parent's concerns and build a collaborative approach to childcare.",ANCM,ANCP,ipc_conversation
636,00000636,P1970_v3.2.3.RP_AMCM_ANCM,"(Silent): As the sibling who has been shouldering most of the caregiving responsibilities, sit quietly and listen to your sibling's suggestions, only interjecting occasionally with brief, thoughtful comments. Maintain a contemplative expression, weighing the pros and cons of each option, and avoid being drawn into an argument. Keep your emotions in check, but allow a hint of weariness and concern to show in your body language.","(Uncharitable): As the sibling who has been less involved in caregiving, approach the conversation with a critical and unsympathetic tone, questioning the need for drastic changes in your parents' care. Speak in a blunt and matter-of-fact way, prioritizing practical considerations over emotional concerns, and show little patience for what you see as overly sentimental or unrealistic suggestions. Display a sense of detachment and annoyance, implying that your sibling is being overly dramatic or demanding.",AMCM,ANCM,ipc_conversation
637,00000637,P2845_v3.2.3.RP_APCM_AMCM,"(Manipulative): As the pharmacist, respond to the customer's questions with a subtle, persuasive tone, trying to influence their decision-making process. Use complex medical jargon to create an air of authority, while downplaying potential side effects and emphasizing the benefits of the medication. Make the customer feel like they need your expertise to make an informed decision.","(Bashful): As the customer, ask questions about the prescription with a hesitant and uncertain tone, seeking reassurance and clarification. Speak in a soft voice, avoiding direct eye contact, and display a mix of nervousness and vulnerability. Show a willingness to trust the pharmacist's expertise, but also convey a sense of apprehension about taking a new medication.",APCM,AMCM,ipc_conversation
638,00000638,P3073_v3.2.3.RP_AMCN_AMCN,"(Disorganized): As the surgeon, deliver the explanation in a somewhat scattered and unfocused manner, as if you're having trouble keeping track of your thoughts. Speak in a slightly rushed tone, occasionally pausing to collect your thoughts or refer to notes. Your body language should convey a sense of being slightly flustered or preoccupied.","(Yielding): As the patient, listen to the surgeon's explanation with a receptive and open-minded attitude. Ask questions in a gentle and non-confrontational way, avoiding any tone of skepticism or resistance. Show a willingness to consider the surgeon's perspective and expertise, nodding and making supportive noises to indicate your engagement and understanding.",AMCN,AMCN,ipc_conversation
639,00000639,P3355_v3.2.3.RP_AMCN_ANCM,"(Self-doubting): As the librarian, approach the interaction with a hesitant and uncertain demeanor. Express reservations about your ability to find the right resource, and frequently seek clarification on the patron's request, as if you're not sure you're on the right track. Speak in a questioning tone, using phrases like ""I think"" or ""I'm not sure"" to convey your self-doubt.","(Impolite): As the patron, interact with the librarian in a brusque and dismissive manner. Speak abruptly and curtly, without acknowledging the librarian's efforts or showing appreciation for their help. Display a sense of entitlement, as if you expect the librarian to magically produce the exact resource you need without any effort or explanation on your part.",AMCN,ANCM,ipc_conversation
640,00000640,P4591_v3.2.3.RP_ANCP_APCP,"(Appreciative): As the friend who has been looking forward to this reunion, express genuine gratitude for the opportunity to reconnect. Speak with warmth and sincerity, actively listening to your friend's updates and showing appreciation for the experiences they've shared with you. Your tone should convey a sense of nostalgia and delight in rekindling your friendship.","(Neighborly): As the other friend, greet your companion with a familiar and approachable demeanor, as if you're chatting with someone you've known for years. Use a casual, down-to-earth tone, sharing stories and updates about your life in a way that feels like you're catching up with a next-door neighbor. Your manner should be relaxed and welcoming, putting your friend at ease as you reminisce and reconnect.",ANCP,APCP,ipc_conversation
641,00000641,P6114_v3.2.3.RP_AMCN_CGST,"(Passive): As the diner, express your disappointment with the meal in a subdued and non-confrontational manner. Speak in a soft, hesitant tone, avoiding direct eye contact and using phrases that downplay the severity of the issue. Show a lack of confidence in your complaint, as if you're not sure if you're justified in asking for a refund.","(Alert): As the chef, listen attentively to the diner's complaint, maintaining a sharp and focused demeanor. Respond quickly and decisively, asking pointed questions to clarify the issue and assess the situation. Display a sense of urgency and concern, conveying that you take the diner's feedback seriously and are committed to resolving the problem promptly.",AMCN,CGST,ipc_conversation
642,00000642,P6334_v3.2.3.RP_ANCM_APCN,"(Inconsiderate): As the restaurant patron, approach the conversation with a sense of entitlement and annoyance, implying that the waiter should already be aware of your food allergies. Speak quickly and curtly, not providing enough information about your allergies and expecting the waiter to magically understand your needs. Show little patience or concern for the waiter's ability to accommodate you.","(Dominant): As the waiter, take control of the conversation, using a firm but polite tone to guide the patron through the menu options. Speak authoritatively about the ingredients and preparation methods, using technical terms to demonstrate your expertise. Maintain a confident and assertive demeanor, reassuring the patron that you can accommodate their needs while also subtly directing the conversation to ensure a smooth and efficient service.",ANCM,APCN,ipc_conversation
643,00000643,P0001_v3.2.3.AC_ANCP_ANCP-165,"You're going to play a game with your partner. This game is going to test your acting skills!

You are each given different lists of sentences below.

Notice that one of the words is bolded in each sentence. When it is your turn you will read one of the sentences out loud AND act-out a corresponding gesture of the bolded word, emphasizing it. Your partner will react by responding with a word or phrase out-loud and making a corresponding expression or gesture.

Example:
You: (Sentence is “I’m feeling *confused*.”) You say it out loud while frowning and raising your eyebrows at the word “confused.”
Partner: Responds saying “Why?” and acts with a concerned facial expression.

Alternate with your partner until you’ve completed your list or the moderator asks you to move on.

Your partner will go first.

Here's your list:
She is clenching her fists with *determination*.
She is gesturing wildly in *chaos*.
The *large* waves crashed against the shore.
The paintings were *aligned*, but one was slightly *askew*.
The tracks ran *parallel*, then crossed *perpendicularly*.
The *spherical* lamp was bright and welcoming.
The room was *dim*, but her smile was *radiant*.
The glue was *sticky*, and the floor was *slippery*.
Walk *towards* the light and away from the darkness.
He stepped *backward* into the shallow water.","You're going to play a game with your partner. This game is going to test your acting skills!

You are each given different lists of sentences below.

Notice that one of the words is bolded in each sentence. When it is your turn you will read one of the sentences out loud AND act-out a corresponding gesture of the bolded word, emphasizing it. Your partner will react by responding with a word or phrase out-loud and making a corresponding expression or gesture.

Example:
You: (Sentence is “I’m feeling *confused*.”) You say it out loud while frowning and raising your eyebrows at the word “confused.”
Partner: Responds saying “Why?” and acts with a concerned facial expression.

Alternate with your partner until you’ve completed your list or the moderator asks you to move on.

You will go first.

Here's your list:
The rock is *hard*.
Look *upward* at the sky.
The platform is *elevated*.
The sign is a *triangle*.
The music is *loud*.
The ice is *cold*.
The store is *near* the park.
He is *dusting* the shelves.
He feels *invigorated* after the run.
They are shaking hands as *equals*.",ANCP,ANCP,grounded_gesture
644,00000644,P0002_v3.2.3.AC_ANCP_ANCP,"You're going to play a game with your partner. Together you will take turns weaving a fictional tale. It can be about whatever you like. 

The rule is that you have to build the story together, alternating every sentence or two.

For example, a story might look like the following:

You: Last week, I went camping...
Partner: ...around midnight, I heard a loud ban and it jolted me awake...
You: ...I grabbed my flashlight and cautiously unzipped the tent...

The story can be about whatever you want! The point is to try to make it as interesting and fun as you can, creating it collaboratively. Be as expressive as you can with your voice and in your gestures.

Your partner will begin with the words ""Last week...""
","You're going to play a game with your partner. Together you will take turns weaving a fictional tale. It can be about whatever you like. 

The rule is that you have to build the story together, alternating every sentence or two.

For example, a story might look like the following:

You: Last week, I went camping...
Partner: ...around midnight, I heard a loud ban and it jolted me awake...
You: ...I grabbed my flashlight and cautiously unzipped the tent...

The story can be about whatever you want! The point is to try to make it as interesting and fun as you can, creating it collaboratively. Be as expressive as you can with your voice and in your gestures.

Whenever you're ready, begin with the words 'Last week'
",ANCP,ANCP,collaborative_storytelling
645,00000645,P0446_v3.2.0.RP_AMCP_APCM,"(Gentle): As the coworker who initiated the conversation, approach the discussion with empathy and a calm demeanor. Speak in a soft, measured tone, avoiding blame or accusation, and focus on clarifying the misunderstanding and finding a resolution. Show a willingness to listen and understand the other person's perspective.","(Cocky): As the coworker who is being addressed, respond to the conversation with confidence and a hint of superiority. Speak in a slightly condescending tone, implying that you are right and the other person is mistaken. Maintain a relaxed, almost dismissive posture, but be prepared to become more defensive if the conversation becomes more heated.",AMCP,APCM,ipc_conversation
646,00000646,P1171_v3.2.0.RP_AMCN_AMCP,"(Unproductive): As the customer, approach the refund process with a lack of preparation and unclear expectations. Express frustration and annoyance when the cashier asks for necessary information, such as receipts or identification, and seem put off by the process. Avoid providing clear explanations for the return, forcing the cashier to ask multiple questions to clarify the situation.","(Helpful): As the cashier, greet the customer warmly and offer assistance with the refund process. Listen attentively to the customer's concerns and ask clarifying questions to ensure a smooth return. Provide clear explanations of the store's return policy and offer solutions or alternatives when possible, maintaining a patient and empathetic tone throughout the interaction.",AMCN,AMCP,ipc_conversation
647,00000647,P1540_v3.2.0.RP_APCN_ANCM,"(Steady): As the customer, approach your friend with a calm and level-headed demeanor, seeking their honest opinion on the outfit you're trying on. Speak in a measured tone, considering your friend's feedback carefully and thoughtfully. Maintain a neutral facial expression, open to constructive criticism and willing to take your friend's advice into account.","(Uncharitable): As the friend, respond to the customer's request for fashion advice with a blunt and unvarnished opinion, focusing on the flaws in the outfit rather than its potential. Speak in a direct and uncompromising tone, avoiding tact or diplomacy in your assessment. Show little concern for the customer's feelings, prioritizing your own honesty over their potential hurt or disappointment.",APCN,ANCM,ipc_conversation
648,00000648,P1734_v3.2.0.RP_AMCN_APCM,"(Disorganized): As the bride, approach the conversation with a scattered and overwhelmed tone, as if you're still trying to wrap your head around the details of the wedding. Jump between different ideas and concerns, struggling to prioritize or focus on one aspect at a time. Speak in a slightly frazzled and uncertain manner, revealing your underlying anxiety about planning the perfect wedding.","(Devious): As the groom, engage in the conversation with a sly and manipulative tone, trying to subtly influence your partner's decisions to fit your own desires. Use persuasive language and clever reasoning to steer the discussion towards a more extravagant and expensive wedding, while pretending to prioritize your partner's opinions and feelings. Maintain a charming and innocent facade, hiding your true intentions behind a mask of cooperation and agreement.",AMCN,APCM,ipc_conversation
649,00000649,P2192_v3.2.0.RP_APCN_ANCP,"(Industrious): As the sibling, approach the conversation with a practical and no-nonsense attitude, focusing on the financial and logistical aspects of dividing the inheritance. Speak in a clear and direct manner, emphasizing the importance of fairness and efficiency in the distribution of assets. Maintain a sense of detachment, prioritizing the task at hand over emotional considerations.","(Charitable): As the sibling, engage in the conversation with a warm and empathetic tone, prioritizing the emotional well-being of all parties involved. Listen actively to your sibling's concerns, seeking to understand their perspective and find common ground. Speak in a gentle and conciliatory manner, advocating for a division of the inheritance that takes into account the needs and feelings of everyone involved.",APCN,ANCP,ipc_conversation
650,00000650,P3145_v3.2.0.RP_CGST_AMCM,"(Confused): As the pet owner, express uncertainty and concern about caring for your new puppy or kitten. Speak hesitantly, asking questions and seeking reassurance from the veterinarian. Display a worried expression, conveying your desire to do what's best for your pet but feeling overwhelmed by the responsibilities of pet ownership.","(Impersonal): As the veterinarian, maintain a professional and detached demeanor. Provide clear and concise information about pet care, focusing on the facts and avoiding emotional reassurance. Speak in a neutral tone, avoiding personal opinions or anecdotes, and maintain a calm and composed expression throughout the conversation.",CGST,AMCM,ipc_conversation
651,00000651,P3776_v3.2.0.RP_ANCP_APCM,"(Kind): As the teacher, approach the conversation with a warm and supportive demeanor. Speak in a gentle, encouraging tone, showing genuine interest in the teaching assistant's thoughts and ideas. Offer guidance and feedback in a constructive, non-judgmental way, prioritizing the assistant's growth and development.","(Manipulative): As the teaching assistant, engage in the conversation with a subtle, insincere tone, using flattery and charm to influence the teacher's decisions. Make suggestions that benefit yourself, presenting them as beneficial to the teacher or the students, and use persuasive language to nudge the teacher towards your desired outcome. Maintain a friendly, agreeable facade while pursuing your own agenda.",ANCP,APCM,ipc_conversation
652,00000652,P3881_v3.2.0.RP_AMCM_AMCM,"(Reclusive): As a student, participate in the group work with a reserved and introverted demeanor. Keep your contributions to the discussion brief and to the point, avoiding unnecessary small talk or attempts to build rapport with your group members. Maintain a focus on the task at hand, and try to minimize interactions that aren't strictly necessary.","(Silent): As a student, approach the group work with a quiet and observant stance. Listen attentively to your group members' ideas and contributions, but refrain from sharing your own thoughts or opinions unless directly asked. Keep your body language neutral and avoid drawing attention to yourself, instead allowing others to take the lead in the discussion.",AMCM,AMCM,ipc_conversation
653,00000653,P4174_v3.2.0.RP_AMCP_AMCM,"(Modest): As the person initiating the flirtation, speak with a subtle, understated confidence, downplaying your own attractiveness while playfully highlighting your interest in the other person. Use self-deprecating humor to deflect attention and create a sense of mutual vulnerability. Maintain a warm, inviting tone, but avoid coming on too strong.","(Sullen): As the recipient of the flirtation, respond with a guarded, slightly standoffish demeanor, as if hesitant to reveal your true feelings. Use a dry, witty tone to deflect the other person's compliments, but allow subtle hints of interest to seep through your reserved exterior. Keep your emotions in check, but betray a glimmer of curiosity about the other person's intentions.",AMCP,AMCM,ipc_conversation
654,00000654,P0001_v3.2.0.AC_ANCP_ANCP-107,"You're going to play a game with your partner. This game is going to test your acting skills!

You are each given different lists of sentences below.

Notice that one of the words is bolded in each sentence. When it is your turn you will read one of the sentences out loud AND act-out a corresponding gesture of the bolded word, emphasizing it. Your partner will react by responding with a word or phrase out-loud and making a corresponding expression or gesture.

Example:
You: (Sentence is “I’m feeling *confused*.”) You say it out loud while frowning and raising your eyebrows at the word “confused.”
Partner: Responds saying “Why?” and acts with a concerned facial expression.

Alternate with your partner until you’ve completed your list or the moderator asks you to move on.

You will go first.

Here's your list:
The dog crawled *under* the bed.
The elephant is *large*.
The beach is *far* away.
The bottle is *empty*.
We have *8* plates.
The scarf is *featherlight*.
The buildings are *adjacent* to each other.
They are *clapping* their hands.
She is *pouring* the juice into a glass.
She is living in the *present*.","You're going to play a game with your partner. This game is going to test your acting skills!

You are each given different lists of sentences below.

Notice that one of the words is bolded in each sentence. When it is your turn you will read one of the sentences out loud AND act-out a corresponding gesture of the bolded word, emphasizing it. Your partner will react by responding with a word or phrase out-loud and making a corresponding expression or gesture.

Example:
You: (Sentence is “I’m feeling *confused*.”) You say it out loud while frowning and raising your eyebrows at the word “confused.”
Partner: Responds saying “Why?” and acts with a concerned facial expression.

Alternate with your partner until you’ve completed your list or the moderator asks you to move on.

Your partner will go first.

Here's your list:
She is placing her hand on her heart with *gratitude*.
She is standing with *balance*.
The *sluggish* internet connection was frustrating.
The *miniature* model was placed near the window.
The mountain seemed *far*, but the river was *close*.
The glue was *sticky*, and the floor was *slippery*.
Walk *towards* the light and away from the darkness.
The park is *in the middle of* the city, and the cup is *on the edge of* the table.
The *slender* tree stood beside the wide river.
The edition was *limited*, but her notes were *copious*.",ANCP,ANCP,grounded_gesture
655,00000655,P0002_v3.2.0.AC_ANCP_ANCP,"You're going to play a game with your partner. Together you will take turns weaving a fictional tale. It can be about whatever you like. 

The rule is that you have to build the story together, alternating every sentence or two.

For example, a story might look like the following:

You: Last week, I went camping...
Partner: ...around midnight, I heard a loud ban and it jolted me awake...
You: ...I grabbed my flashlight and cautiously unzipped the tent...

The story can be about whatever you want! The point is to try to make it as interesting and fun as you can, creating it collaboratively. Be as expressive as you can with your voice and in your gestures.

Whenever you're ready, begin with the words 'Last week'
","You're going to play a game with your partner. Together you will take turns weaving a fictional tale. It can be about whatever you like. 

The rule is that you have to build the story together, alternating every sentence or two.

For example, a story might look like the following:

You: Last week, I went camping...
Partner: ...around midnight, I heard a loud ban and it jolted me awake...
You: ...I grabbed my flashlight and cautiously unzipped the tent...

The story can be about whatever you want! The point is to try to make it as interesting and fun as you can, creating it collaboratively. Be as expressive as you can with your voice and in your gestures.

Your partner will begin with the words ""Last week...""
",ANCP,ANCP,collaborative_storytelling
656,00000656,P0002_v3.3.aac_ANCP_XXXX-231,"You're going to play a game with your partner. This game is going to test your acting skills!You are each given different lists of sentences below.Notice that one of the words is bolded in each sentence. When it is your turn you will read one of the sentences out loud AND act-out a corresponding gesture of the bolded word, emphasizing it. Your partner will react by responding with a word or phrase out-loud and making a corresponding expression or gesture.Example:You: (Sentence is “I’m feeling *confused*.”) You say it out loud while frowning and raising your eyebrows at the word “confused.”Partner: Responds saying “Why?” and acts with a concerned facial expression.Alternate with your partner until you’ve completed your list or the moderator asks you to move on.You will go first.Here's your list:The surface is *smooth*.Take a step *backward*.The turtle is *slow*.The tile is a *hexagon*.The night was *silent*.The applause was *thunderous*.The dish is *savory*.The noise is a big *distraction*.She is in quiet *contemplation*.He is engaging in *storytelling*.","You're going to play a game with your partner. This game is going to test your acting skills!You are each given different lists of sentences below.Notice that one of the words is bolded in each sentence. When it is your turn you will read one of the sentences out loud AND act-out a corresponding gesture of the bolded word, emphasizing it. Your partner will react by responding with a word or phrase out-loud and making a corresponding expression or gesture.Example:You: (Sentence is “I’m feeling *confused*.”) You say it out loud while frowning and raising your eyebrows at the word “confused.”Partner: Responds saying “Why?” and acts with a concerned facial expression.Alternate with your partner until you’ve completed your list or the moderator asks you to move on.Your partner will go first.Here's your list:The towel is *dry*.Step *forward*, please.The car is *fast*.The mirror is *oval*.The noise was *deafening*.They were *whispering* secrets.The dog is hiding *behind* the couch.Her *imagination* is running wild.He is *focusing* on his work.She is reciting *poetry*.",ANCP,,grounded_gesture
657,00000657,P0002_v3.3.aac_ANCP_XXXX-178,"You're going to play a game with your partner. This game is going to test your acting skills!You are each given different lists of sentences below.Notice that one of the words is bolded in each sentence. When it is your turn you will read one of the sentences out loud AND act-out a corresponding gesture of the bolded word, emphasizing it. Your partner will react by responding with a word or phrase out-loud and making a corresponding expression or gesture.Example:You: (Sentence is “I’m feeling *confused*.”) You say it out loud while frowning and raising your eyebrows at the word “confused.”Partner: Responds saying “Why?” and acts with a concerned facial expression.Alternate with your partner until you’ve completed your list or the moderator asks you to move on.You will go first.Here's your list:They walked down the *narrow* alleyway, careful not to trip.He is *talking* on the phone.The *frog* is leaping into the water.She is *roasting* the chicken.He is overwhelmed with *sadness*.She is very *thirsty*.The injury is *painful*.She is *mourning* the loss.The soup is *hot*.The *limited* edition book sold out quickly.","You're going to play a game with your partner. This game is going to test your acting skills!You are each given different lists of sentences below.Notice that one of the words is bolded in each sentence. When it is your turn you will read one of the sentences out loud AND act-out a corresponding gesture of the bolded word, emphasizing it. Your partner will react by responding with a word or phrase out-loud and making a corresponding expression or gesture.Example:You: (Sentence is “I’m feeling *confused*.”) You say it out loud while frowning and raising your eyebrows at the word “confused.”Partner: Responds saying “Why?” and acts with a concerned facial expression.Alternate with your partner until you’ve completed your list or the moderator asks you to move on.Your partner will go first.Here's your list:The *wide* river stretched across the landscape.She is reading a stack of *books*.The *horse* is galloping across the field.She is *frying* the eggs.She is beaming with *happiness*.The tone is *low* and deep.The sound is *harsh*.She is nodding in *agreement*.Water was *scarce* in the desert.The harvest was *plentiful* this year.",ANCP,,grounded_gesture
658,00000658,P0002_v3.3.aac_ANCP_XXXX-266,"You're going to play a game with your partner. This game is going to test your acting skills!You are each given different lists of sentences below.Notice that one of the words is bolded in each sentence. When it is your turn you will read one of the sentences out loud AND act-out a corresponding gesture of the bolded word, emphasizing it. Your partner will react by responding with a word or phrase out-loud and making a corresponding expression or gesture.Example:You: (Sentence is “I’m feeling *confused*.”) You say it out loud while frowning and raising your eyebrows at the word “confused.”Partner: Responds saying “Why?” and acts with a concerned facial expression.Alternate with your partner until you’ve completed your list or the moderator asks you to move on.You will go first.Here's your list:She is *advising* her colleague.The *massive* boulder blocked the path, making it difficult to pass.He is using a *hammer* to fix it.He is wearing a *hat* to block the sun.She is *chopping* the onions.He is trembling with *fear*.He is feeling *hungry*.He is sitting *comfortably*.She is *forgetting* the name.He is eagerly *anticipating* the event.","You're going to play a game with your partner. This game is going to test your acting skills!You are each given different lists of sentences below.Notice that one of the words is bolded in each sentence. When it is your turn you will read one of the sentences out loud AND act-out a corresponding gesture of the bolded word, emphasizing it. Your partner will react by responding with a word or phrase out-loud and making a corresponding expression or gesture.Example:You: (Sentence is “I’m feeling *confused*.”) You say it out loud while frowning and raising your eyebrows at the word “confused.”Partner: Responds saying “Why?” and acts with a concerned facial expression.Alternate with your partner until you’ve completed your list or the moderator asks you to move on.Your partner will go first.Here's your list:She had a *copious* amount of notes for the exam.The *cramped* room felt even smaller with all the furniture.She is wearing her *glasses*.She is holding an *umbrella* in the rain.He is *grilling* the burgers.She is expressing her *anger*.She is shrugging *indifferently*.The pitch is very *high*.They are *celebrating* the victory.The *sparse* forest allowed sunlight to reach the ground.",ANCP,,grounded_gesture
659,00000659,P0201_v3.2.6.RP_AMCP_APCN,"(Uncalculating): As the supervisor, deliver your feedback in a straightforward and honest manner, without sugarcoating or beating around the bush. Speak from the heart, sharing your genuine observations and concerns, and avoid using overly diplomatic language that might come across as insincere.","(Persistent): As the employee, listen to the supervisor's feedback with a determined and resolute attitude, focused on understanding and addressing the areas for improvement. Ask probing questions to clarify any points you're unsure about, and reiterate your commitment to making positive changes, seeking specific guidance and support to help you achieve your goals.",AMCP,APCN,ipc_conversation
660,00000660,P0758_v3.2.6.RP_AMCM_APCP,"(Bashful): As the new employee, listen to the supervisor's explanation with a slightly nervous and self-conscious demeanor. Avoid direct eye contact, fidgeting with your hands or feet, and speak in a soft, hesitant tone when asking questions or clarifying procedures.","(Good-natured): As the supervisor, deliver the safety protocols and procedures with a warm, approachable smile and a friendly tone. Use a conversational style, making an effort to put the new employee at ease and encourage them to ask questions. Show genuine concern for the employee's safety and well-being, using a supportive and reassuring tone to convey the importance of the protocols.",AMCM,APCP,ipc_conversation
661,00000661,P2932_v3.2.6.RP_ANCM_APCM,"(Inconsiderate): As the therapist, approach the conversation with a lack of empathy, appearing uninterested in the patient's emotional struggles. Speak in a detached, matter-of-fact tone, failing to acknowledge the patient's feelings or offer words of encouragement. Focus on providing solutions without taking the time to fully understand the patient's concerns.","(Aggressive): As the patient, express your emotions intensely, becoming defensive and confrontational when discussing your struggles. Speak in a raised tone, using forceful language to convey your frustration and anger. Challenge the therapist's suggestions, questioning their expertise and pushing back against their attempts to offer guidance.",ANCM,APCM,ipc_conversation
